ECID,dut,Speedo,Temp,Vmin,valid,Chip,Model,Pipe,Guess,Error
TSMC-U8C586-07_x4_y3,vrl-cs-bg-102,2045,70,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6611469562850111,-0.001146956285011047
TSMC-U8C586-07_x3_y6,vrl-cs-bg-102,2049,70,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6607736410993069,-0.0007736410993068876
TSMC-U8C586-07_x4_y3,vrl-cs-bg-137,2045,35,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.6655288737036984,0.01447112629630165
TSMC-U8C586-07_x3_y6,vrl-cs-bg-137,2049,35,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.6653259965844548,0.014674003415545256
TSMC-U8C586-07_x4_y3,vrl-cs-bg-137,2045,0,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.6743995548076264,0.005600445192373682
TSMC-U8C586-07_x3_y6,vrl-cs-bg-137,2049,0,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.6743633876433683,0.0056366123566317095
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,105,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6480757416938085,0.001924258306191473
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,105,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.650597539328065,-0.010597539328064953
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,70,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.6535137280969745,-0.013513728096974487
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,70,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.654849294390376,-0.014849294390375967
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,35,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6629179923959805,-0.01291799239598046
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,35,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6633836110512988,-0.013383611051298816
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,0,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6762885345908264,-0.016288534590826353
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,0,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6762004893108338,-0.016200489310833732
TSMC-U8C589-23_x2_y5,vrl-cs-bg-106,2176,105,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6469338842413881,0.0030661157586119314
TSMC-U8C589-25_x3_y4,vrl-cs-bg-106,2205,105,0.73,good,GB100,QuadraticVMin,Only: valid = good,0.6317412888951943,0.09825871110480566
TSMC-U8C589-23_x2_y5,vrl-cs-bg-106,2176,70,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.6529130086655215,-0.012913008665521475
TSMC-U8C589-25_x3_y4,vrl-cs-bg-106,2205,70,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.6375756579336129,0.0024243420663870863
TSMC-U8C589-23_x2_y5,vrl-cs-bg-122,2176,35,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6631142287886326,-0.013114228788632554
TSMC-U8C589-25_x3_y4,vrl-cs-bg-122,2205,35,0.73,good,GB100,QuadraticVMin,Only: valid = good,0.6433887695206209,0.08661123047937913
TSMC-U8C589-23_x2_y5,vrl-cs-bg-122,2176,0,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.677537544610721,-0.027537544610721
TSMC-U8C589-25_x3_y4,vrl-cs-bg-122,2205,0,0.81,good,GB100,QuadraticVMin,Only: valid = good,0.649180623656219,0.16081937634378107
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,105,0.63,good,GB100,QuadraticVMin,Only: valid = good,0.6491294115818289,-0.019129411581828903
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,105,0.63,good,GB100,QuadraticVMin,Only: valid = good,0.657168786024342,-0.02716878602434203
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,70,0.63,good,GB100,QuadraticVMin,Only: valid = good,0.6565838026703981,-0.02658380267039806
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,70,0.63,good,GB100,QuadraticVMin,Only: valid = good,0.6655418538637159,-0.03554185386371589
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,35,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.66846380271457,-0.02846380271456994
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,35,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.6779566427070414,-0.037956642707041355
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,0,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.6847694117143419,-0.0447694117143419
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,0,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6944131525543202,-0.04441315255432021
